,idx,ex_num,bar_num,g_num,RE,true
1,18,4,7,2,2.472222222222216,0
2,20,4,10,8,0.0,3
3,11,4,9,3,4.888888888888886,2
4,15,4,4,4,0.0,2
5,6,4,6,5,0.0,2
6,19,4,4,3,0.0,1
7,17,4,8,6,0.0,2
8,12,4,5,4,0.0,1
9,5,4,10,4,0.75,1
10,9,4,8,5,0.25,3
11,7,4,6,5,0.0,3
12,1,4,5,1,3401.0,3
13,14,4,6,5,0.0,3
14,2,4,5,5,0.0,3
15,3,4,5,1,0.059999999999999575,2
16,16,4,5,5,0.0,1
17,13,4,5,1,95.375,2
18,4,4,8,2,97.75,0
19,10,4,10,2,1.7777777777777795,3
20,8,4,6,3,0.0,1
