,idx,ex_num,bar_num,g_num,RE,true
1,5,6,7,6,0.0,0
2,13,6,7,4,1.0,2
3,7,6,7,1,274.19444444444446,3
4,17,6,10,10,0.0,3
5,18,6,10,2,2.8222222222222157,1
6,4,6,5,2,4.0,1
7,14,6,5,1,8.375,1
8,15,6,5,5,0.0,2
9,12,6,9,9,0.0,0
10,6,6,4,3,0.0,3
11,8,6,8,1,331.7142857142858,1
12,10,6,7,6,0.0,1
13,11,6,4,1,280.55555555555566,0
14,20,6,4,1,8.222222222222216,3
15,1,6,5,3,0.0,1
16,2,6,4,3,0.0,3
17,9,6,7,1,143.0,3
18,16,6,8,2,48.79999999999999,0
19,3,6,8,2,0.08750000000000001,3
20,19,6,6,6,0.0,3
